SA4_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
111,1050,25,6,33,1088,169,7,1257,11401,1410,164,74,13044,262,61,328,13371,881,22,14276,21230,2335,286,168,24021,327,57,385,24407,759,22,25184,1892,229,235,23,2374,41,16,57,2428,74,4,2505,208,22,3,191,418,4,0,4,425,22,6,454,34726,3994,683,452,39859,642,132,774,40634,1738,54,42422,290,67,0,13,375,74,4,81,450,37,0,485,737,115,10,9,884,86,20,108,991,62,0,1052,1031,188,13,24,1255,162,24,186,1439,101,3,1541,35761,4181,702,476,41110,799,161,956,42068,1836,53,43965,8218,1059,234,197,9709,391,85,480,10191,1847,31,12068,48,20,3,33,98,0,0,0,98,26,77,199,44028,5260,933,697,50923,1195,245,1442,52364,3713,165,56235
112,264,8,0,10,279,44,0,323,6390,1169,89,62,7707,123,56,181,7886,442,4,8334,10310,2324,184,121,12939,183,64,242,13179,683,14,13880,720,150,152,15,1038,17,5,20,1061,39,0,1096,142,24,3,172,338,15,5,16,356,34,4,394,17561,3671,423,366,22022,336,124,457,22486,1198,27,23705,152,64,3,0,223,58,0,58,280,46,0,328,360,105,12,21,500,40,14,55,552,42,0,595,514,170,13,20,719,99,16,115,828,92,0,920,18074,3841,436,391,22741,434,138,571,23313,1292,27,24626,4794,1331,151,130,6412,284,51,336,6749,1378,13,8146,37,7,6,11,65,0,0,0,68,8,91,172,22909,5182,597,532,29215,716,195,912,30129,2681,132,32945
113,143,0,0,0,147,19,0,164,5947,596,99,61,6704,91,31,115,6818,366,4,7189,8903,790,101,91,9890,76,33,109,9997,287,7,10291,800,75,102,6,981,10,0,10,992,15,0,1006,99,15,3,100,219,3,3,3,218,11,10,237,15753,1479,306,258,17793,177,62,243,18029,680,23,18729,158,21,3,0,179,37,3,45,222,22,4,251,282,33,4,20,340,9,19,28,373,8,6,381,443,51,10,21,519,49,17,74,590,25,10,628,16196,1528,318,273,18310,226,81,314,18626,706,28,19358,3935,444,118,112,4604,207,37,241,4846,982,22,5849,32,6,0,14,57,0,0,0,57,8,60,128,20164,1981,438,398,22979,432,121,555,23530,1690,117,25340
114,151,0,0,4,153,27,0,185,3867,535,88,17,4502,57,15,76,4576,306,5,4887,6859,1063,113,56,8090,75,34,102,8192,322,20,8535,485,63,75,9,635,18,3,24,651,47,3,702,61,13,3,103,175,0,0,3,173,7,6,187,11272,1674,278,176,13401,145,55,199,13603,681,33,14315,86,22,0,0,105,34,3,37,141,16,0,158,231,48,0,15,287,21,8,25,315,33,0,353,312,65,0,14,396,55,5,62,459,54,0,513,11585,1742,278,195,13796,201,65,263,14057,737,33,14826,3391,603,76,93,4159,129,28,152,4314,785,13,5111,28,3,7,11,44,3,0,3,49,3,45,97,15005,2346,351,294,18001,328,88,420,18417,1526,91,20039
115,1877,69,13,82,1958,167,5,2134,15390,1168,158,76,16786,320,50,374,17156,675,14,17845,17986,1671,139,109,19905,250,25,275,20183,345,11,20547,1216,127,148,10,1510,19,0,19,1524,43,3,1568,246,24,0,202,470,10,4,13,479,16,15,514,34835,2986,449,402,38668,591,81,671,39345,1086,49,40472,400,31,3,0,439,56,0,59,495,16,0,512,747,92,3,13,847,36,9,46,896,35,0,936,1145,117,11,11,1286,94,14,108,1392,51,0,1449,35983,3105,454,414,39951,684,93,779,40737,1134,48,41920,9557,919,106,223,10808,246,46,290,11099,792,27,11920,67,18,6,37,125,0,0,3,128,4,60,189,45608,4046,564,673,50889,932,135,1073,51960,1938,138,54027
116,1792,52,19,67,1860,343,12,2209,19830,1782,172,188,21977,480,108,584,22560,1057,27,23641,16280,2071,205,194,18757,281,77,359,19111,637,13,19765,1614,187,209,30,2043,28,3,35,2076,57,6,2132,369,58,10,340,777,22,3,29,800,61,38,900,38094,4107,594,751,43552,808,193,998,44548,1810,79,46446,872,176,18,26,1089,147,13,159,1248,106,4,1358,1281,211,3,26,1517,116,37,151,1667,107,3,1780,2149,388,21,48,2605,262,50,314,2918,211,3,3133,40246,4496,619,798,46154,1075,240,1317,47473,2024,90,49581,15738,2786,276,516,19316,687,167,861,20171,3703,89,23965,114,20,0,104,235,0,4,9,243,38,240,523,56094,7302,890,1423,65709,1766,415,2181,67891,5759,415,74068
117,547,21,5,23,570,107,0,681,6990,936,74,51,8040,171,45,218,8263,450,16,8729,7258,1051,88,61,8453,108,36,143,8598,317,10,8923,1136,113,144,21,1412,24,0,24,1440,28,0,1467,95,4,0,107,209,4,3,9,215,15,5,236,15481,2102,303,235,18125,310,84,396,18523,812,28,19351,172,21,4,3,197,43,5,49,241,21,0,264,339,63,3,10,416,23,12,38,453,29,0,485,513,80,6,14,617,64,19,80,694,50,0,752,15992,2182,309,251,18736,375,103,482,19218,860,29,20101,4084,764,87,91,5024,110,48,157,5183,866,14,6060,30,7,0,30,69,0,0,0,69,11,46,128,20101,2953,399,371,23830,486,151,638,24466,1733,87,26289
118,1194,23,8,32,1222,138,0,1363,10247,1039,83,53,11421,221,54,279,11703,595,11,12304,12773,1329,101,87,14298,153,30,184,14479,311,12,14796,1351,105,173,10,1646,8,0,15,1664,47,3,1709,154,20,3,147,332,0,0,0,332,5,21,354,24526,2500,368,301,27692,385,91,474,28171,950,43,29165,226,17,6,6,253,21,4,27,282,15,0,299,513,50,3,0,573,34,9,44,610,14,0,629,741,71,6,10,831,57,15,70,895,31,0,928,25273,2569,374,309,28524,441,101,541,29068,982,43,30092,7025,664,121,108,7921,166,35,200,8124,754,12,8889,30,0,0,33,60,0,0,0,60,0,40,101,32326,3236,493,450,36509,602,141,742,37251,1738,95,39088
119,3190,93,26,119,3306,727,19,4053,20878,2691,192,201,23964,502,171,672,24636,1700,26,26361,23361,4244,257,271,28137,459,135,593,28728,1428,32,30191,2206,294,317,43,2860,41,8,44,2905,117,9,3033,390,106,10,552,1062,7,11,22,1079,72,46,1203,46837,7335,769,1078,56023,1008,322,1333,57355,3318,115,60788,738,212,6,26,979,204,22,228,1213,116,0,1331,1494,516,17,67,2097,176,95,270,2371,190,17,2571,2231,728,22,93,3076,387,116,502,3576,309,15,3902,49072,8062,796,1168,59098,1395,441,1834,60929,3624,133,64691,23359,7639,605,1188,32796,1488,411,1894,34691,7946,198,42837,168,65,4,131,366,11,0,12,376,71,441,887,72597,15773,1403,2490,92264,2884,847,3734,95996,11639,772,108414
120,1468,29,20,47,1515,186,6,1711,12906,1400,120,76,14500,300,63,364,14870,728,6,15610,13429,1648,113,103,15288,210,56,267,15554,446,22,16024,1573,141,173,12,1901,21,0,19,1921,48,0,1974,149,18,13,160,340,3,0,3,343,35,15,392,28060,3203,412,355,32032,531,128,663,32688,1261,41,33996,364,51,9,6,429,55,4,62,486,34,0,516,676,95,11,16,796,49,23,69,864,26,0,894,1036,145,19,20,1218,101,26,129,1347,59,0,1408,29098,3351,435,373,33252,640,152,788,34040,1324,42,35406,7975,1211,154,191,9527,237,82,314,9844,1216,40,11096,27,8,0,49,91,0,0,0,91,4,76,168,37096,4571,590,607,42869,871,233,1104,43969,2546,158,46670
121,2776,88,21,104,2879,327,5,3208,21140,2076,160,91,23460,625,145,768,24228,1332,10,25573,25213,2364,216,158,27952,398,61,455,28407,640,21,29071,2347,213,244,21,2824,32,0,32,2854,54,0,2911,238,29,8,212,496,11,9,13,510,34,14,566,48945,4676,628,486,54730,1061,212,1271,56006,2067,48,58123,697,49,7,14,766,114,0,114,880,32,0,917,1274,124,11,25,1431,86,18,107,1538,59,0,1599,1969,173,15,37,2196,198,18,217,2419,95,0,2514,50908,4850,645,524,56929,1264,231,1491,58419,2157,49,60635,16100,1490,220,254,18060,437,62,494,18554,1400,18,19980,61,9,0,49,117,0,0,0,117,5,68,196,67065,6343,871,827,75108,1701,288,1986,77092,3570,139,80800
122,1250,28,12,40,1282,108,3,1403,12504,1301,104,62,13967,209,58,265,14232,677,14,14919,20274,1759,189,119,22339,235,33,269,22608,437,18,23064,1462,134,199,11,1814,7,0,7,1815,32,3,1850,222,21,3,180,419,0,0,0,421,12,12,447,34458,3216,495,373,38541,454,88,543,39083,1155,44,40279,197,27,0,0,226,39,6,43,272,11,0,287,716,49,9,17,796,28,12,36,832,22,0,852,910,80,10,19,1023,60,15,82,1101,35,0,1136,35375,3294,507,389,39565,517,105,627,40189,1184,44,41413,8238,720,168,148,9275,158,28,181,9458,599,7,10070,42,8,3,18,69,0,0,0,69,3,71,142,43647,4023,674,557,48903,673,133,804,49714,1793,123,51623
123,1209,25,14,38,1242,175,7,1425,12676,1181,155,109,14118,213,71,282,14399,775,12,15191,14513,1501,192,143,16350,188,54,239,16591,573,20,17175,1479,103,218,18,1819,10,3,10,1829,59,0,1890,220,39,8,231,493,14,0,16,508,41,6,555,28887,2818,568,503,32775,427,128,553,33331,1445,37,34808,536,78,0,8,624,74,9,83,710,41,0,750,859,126,14,40,1044,61,22,77,1121,65,10,1189,1401,203,12,46,1667,128,30,166,1829,102,8,1941,30290,3022,586,551,34440,559,155,714,35156,1549,47,36745,10616,1688,235,360,12904,414,118,537,13442,2332,42,15814,72,6,0,46,121,6,0,6,124,27,160,317,40971,4720,824,952,47467,983,281,1262,48724,3913,242,52883
124,1090,21,5,28,1119,143,0,1266,13823,1268,170,98,15355,182,61,239,15599,812,10,16421,17275,1720,180,153,19328,166,34,202,19529,538,18,20089,1802,138,219,13,2176,23,3,28,2204,38,3,2248,211,23,9,203,448,3,10,9,457,32,23,512,33111,3154,576,468,37310,377,103,481,37788,1418,59,39263,365,59,10,12,442,64,4,73,513,46,0,558,834,119,16,13,979,47,11,59,1039,68,0,1104,1196,179,30,27,1424,112,14,127,1549,112,0,1664,34304,3328,602,497,38731,493,119,605,39336,1531,59,40927,11043,1361,224,326,12948,317,60,378,13325,1534,44,14908,59,14,0,56,126,3,0,3,126,16,111,252,45398,4700,821,883,51800,814,175,991,52793,3086,213,56091
125,2346,82,34,118,2466,603,19,3085,17002,2124,140,154,19425,545,148,693,20120,1371,21,21509,16207,2913,176,177,19470,349,91,436,19905,929,27,20863,1662,223,207,22,2116,35,3,40,2159,101,0,2252,344,55,9,384,793,13,7,21,813,103,40,959,35220,5320,534,734,41798,936,253,1190,42990,2496,94,45583,1134,189,20,25,1368,229,31,261,1625,131,0,1752,1430,350,25,47,1856,161,89,249,2102,160,8,2275,2564,538,43,73,3223,391,123,510,3728,287,8,4024,37780,5855,576,805,45017,1328,372,1701,46721,2787,102,49606,20317,6489,424,1071,28297,1310,438,1746,30046,7967,207,38219,118,44,0,169,335,3,8,11,344,46,350,738,58211,12394,994,2048,73651,2638,818,3453,77103,10793,659,88563
