UCL_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
UCL112015,0,3,0,9,0,5,0,0,0,22,0,0,0,0,4,0,0,0,0,4,0,3,5,14,9,3,0,0,0,32,3,28,38,128,24,29,26,12,7,300,67,104,166,362,159,198,170,141,86,1464,1535,3244,3329,6448,3010,2965,2190,1440,784,24943,0,5,20,52,9,3,0,0,0,86,3068,5860,5943,9904,4805,4753,3369,2032,924,40664,4,10,3,52,3,3,0,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,11,12,7,3,0,0,42,0,3,0,0,3,3,9,0,0,18,3,9,16,107,29,13,10,0,0,192,0,0,0,0,4,4,0,9,0,18,0,16,10,30,15,11,5,0,0,84,0,34,15,89,127,123,119,79,38,628,0,3,3,15,10,3,7,0,0,36,0,0,0,9,8,0,3,3,0,21,0,0,0,10,3,13,34,20,16,102
UCL113001,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,3,5,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,23,7,11,10,7,7,77,36,53,37,122,95,108,115,117,120,805,344,735,679,1583,1089,1352,1320,970,651,8727,0,0,0,0,0,0,0,0,0,0,604,1388,1251,2444,1608,2062,1910,1292,730,13292,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,11,6,3,12,3,0,34,0,0,0,3,0,0,0,0,0,7,0,0,0,10,11,4,0,3,0,27,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,8,0,8,9,56,74,70,132,105,53,500,0,0,0,0,4,4,8,0,3,21,0,0,0,8,0,0,0,0,3,19,0,0,0,8,3,10,15,10,4,59
UCL113002,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,3,0,0,0,15,11,12,28,14,7,91,20,31,34,78,51,83,109,73,34,513,279,586,457,980,654,933,1028,620,336,5874,0,0,0,0,0,0,0,0,0,0,477,1079,872,1561,1004,1296,1286,718,363,8666,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,8,3,0,3,0,0,18,0,0,0,0,6,8,17,24,0,49,0,0,0,0,0,0,0,0,0,4,3,9,4,18,67,110,172,131,56,567,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,5,3,0,9,0,0,0,0,3,16,38,21,8,81
UCL113003,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,0,3,0,0,27,30,50,56,176,88,132,112,77,53,776,471,981,918,2031,1155,1336,1031,716,396,9033,0,0,0,0,0,0,0,0,0,0,903,1808,1747,3391,1995,2266,1662,1011,481,15267,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,24,28,43,35,12,8,156,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,7,0,0,0,0,4,7,17,5,3,33
UCL113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,4,12,21,46,25,37,44,37,15,243,147,349,255,626,316,363,479,269,98,2906,0,0,0,0,0,0,0,0,0,0,291,606,444,982,541,577,724,385,126,4669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,19,49,48,6,146,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,0,17
UCL113005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,14,8,15,29,19,8,97,17,45,50,131,82,132,177,161,92,882,401,875,784,1596,1109,1621,1975,1365,741,10466,0,0,0,0,0,0,0,0,0,0,757,1629,1460,2537,1769,2431,2878,1857,907,16225,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,6,0,3,0,0,0,22,0,0,0,0,0,0,3,0,0,9,0,0,0,13,5,8,3,0,3,43,0,0,0,0,3,6,4,9,0,17,0,0,0,5,0,0,7,4,0,19,0,0,8,35,62,113,238,172,71,697,0,0,0,4,0,3,5,4,0,11,0,0,0,0,0,6,0,3,0,17,0,0,3,4,8,8,38,15,8,87
UCL113006,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,10,5,5,7,0,0,41,21,44,62,143,78,92,98,75,46,652,478,968,938,1887,1064,1111,1000,759,459,8665,0,0,0,0,0,0,0,0,0,0,963,1991,1778,3203,1723,1770,1513,1071,558,14567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,0,0,0,3,0,3,0,0,0,7,0,0,0,3,8,3,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,37,41,50,50,47,26,246,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,7,12,6,0,24
UCL113007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,3,0,0,0,0,19,0,13,28,79,52,31,8,6,0,236,49,111,93,237,94,124,106,82,64,961,658,1247,1112,2537,1147,1044,813,620,375,9561,0,10,14,50,23,6,4,0,0,111,1225,2041,1716,3097,1577,1452,892,625,278,12902,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,12,0,3,3,27,11,3,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,10,0,8,16,39,36,22,32,11,8,171,0,12,22,60,30,24,10,11,0,165,0,0,0,3,0,0,0,0,0,10,0,0,3,9,0,8,0,7,0,29
UCL113008,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,8,0,4,26,34,67,59,123,73,89,80,55,31,614,375,670,606,1123,600,724,637,372,240,5355,0,0,0,0,0,0,0,0,0,0,639,1252,1173,2022,959,1092,962,508,280,8904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,3,12,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,21,29,43,29,9,147,0,0,0,4,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,8,9,0,21
UCL113009,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,10,0,0,0,0,0,0,0,0,0,4,6,0,0,20,13,17,16,6,4,85,7,14,24,59,51,51,54,48,44,353,349,729,667,1360,918,1107,915,509,267,6825,0,0,0,0,0,0,0,0,0,0,672,1403,1319,2202,1331,1647,1202,661,290,10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,4,12,4,0,0,3,0,33,0,0,0,0,3,0,4,0,0,5,0,4,3,19,9,12,8,0,0,52,0,0,0,3,4,3,0,0,0,9,0,0,0,3,0,3,3,0,0,16,0,25,21,83,142,131,215,112,39,768,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,4,9,14,24,7,3,69
UCL113010,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,11,3,0,20,27,41,59,129,67,103,86,72,56,628,578,1080,1055,2151,1019,1098,845,415,228,8472,0,0,0,0,0,0,0,0,0,0,1093,2183,1995,3806,1766,1784,1312,545,232,14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,11,21,58,45,72,40,10,264,0,0,0,3,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,25,3,3,42
UCL113011,0,0,7,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,11,3,7,0,44,23,46,51,123,62,79,88,61,36,575,354,611,610,1296,736,795,770,518,235,5929,0,0,0,0,0,0,0,0,0,0,659,1141,1155,2058,1129,1210,1108,674,267,9383,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,11,10,0,0,31,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,55,76,51,30,282,0,0,0,9,0,3,4,0,0,18,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,3,20,9,3,30
UCL113012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,13,0,3,3,0,0,15,0,5,12,30,24,19,23,29,11,162,24,19,53,76,56,89,96,58,42,502,496,1015,1102,1936,1173,1273,1267,894,476,9626,0,0,0,0,0,0,0,0,0,3,984,1959,1948,3157,1750,1899,1662,1165,556,15079,3,3,0,10,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,12,5,6,3,0,0,36,0,0,0,10,0,0,7,3,0,22,0,0,5,3,7,6,3,4,0,35,0,0,0,0,3,6,0,3,0,17,0,0,0,0,0,4,0,0,0,10,0,11,11,46,95,120,168,139,54,640,0,0,0,11,8,3,5,0,0,37,0,3,0,0,6,0,3,3,3,19,0,0,3,3,3,6,23,27,10,71
UCL113013,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,0,6,5,3,3,6,3,35,35,54,59,139,66,82,65,55,15,565,468,707,602,1456,707,582,518,373,206,5614,0,0,0,0,0,0,0,0,0,0,856,1363,1084,2404,1099,858,735,465,215,9080,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,8,7,3,0,0,0,21,0,0,0,0,3,0,0,3,0,13,0,0,0,3,0,0,0,0,0,3,0,0,6,22,34,34,31,46,16,193,0,0,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,4,22
UCL113014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,0,3,8,16,8,3,3,3,0,40,14,41,31,99,55,42,44,21,10,360,366,751,642,1384,713,573,414,244,96,5185,0,0,0,0,0,0,0,0,0,0,759,1389,1156,2301,1186,964,649,349,116,8867,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,14,4,3,0,0,0,28,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,14,30,36,19,18,3,125,0,0,0,8,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,6,0,0,11
UCL113015,0,0,0,3,0,0,0,0,0,8,0,0,0,3,5,3,5,0,0,20,0,0,0,3,3,0,0,0,0,7,0,7,4,22,9,14,25,11,4,105,16,23,27,93,63,61,106,91,98,579,295,762,655,1359,922,1058,1200,610,337,7203,0,0,0,0,0,0,0,0,0,0,547,1385,1161,2063,1256,1509,1580,775,323,10612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,6,13,4,3,0,0,36,0,0,0,0,4,6,3,4,0,21,0,7,0,11,11,0,0,5,0,32,0,0,0,0,4,3,11,22,0,37,0,0,0,0,0,3,0,0,0,3,4,36,27,79,122,117,236,100,24,748,0,0,0,4,0,3,3,0,0,13,0,0,0,3,0,0,3,8,0,14,0,0,0,4,4,14,35,16,5,78
UCL113016,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,4,0,3,3,8,9,4,5,3,9,52,23,46,46,133,73,100,60,44,13,533,460,880,866,1663,857,892,590,390,172,6788,0,0,0,0,0,0,0,0,0,0,889,1707,1645,2766,1401,1309,846,505,185,11240,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,0,0,0,22,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,3,0,0,0,6,0,3,7,21,46,55,64,42,27,259,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,6,6,3,21,8,3,49
UCL113017,0,0,3,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,23,3,4,4,0,0,40,22,51,32,118,60,57,54,25,27,437,485,926,867,1809,911,702,442,310,191,6645,0,0,0,0,0,0,0,0,0,0,938,1655,1611,3013,1498,1168,685,446,229,11249,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,9,11,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,4,32,47,35,29,28,3,190,0,0,0,7,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,25
UCL113018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,11,10,16,21,15,4,75,9,19,28,52,55,54,75,44,19,361,247,587,503,972,643,773,851,491,163,5227,0,0,0,0,0,0,0,0,0,0,482,1148,929,1588,943,1118,1078,624,168,8078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,0,11,3,9,3,0,29,0,0,0,0,0,0,3,0,0,7,0,0,6,17,80,106,190,87,30,524,0,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,7,32,20,8,74
UCL113019,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,15,0,3,3,9,6,9,11,4,5,54,31,49,58,117,86,119,118,101,99,769,503,1101,1028,1851,1121,1290,1175,874,519,9467,0,0,0,0,0,0,0,0,0,0,997,2078,1877,2998,1754,1950,1775,1219,575,15232,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,16,6,5,6,3,0,34,0,0,0,0,0,0,3,0,0,6,0,0,0,6,6,0,4,3,0,18,0,0,5,20,60,64,116,81,41,386,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,3,0,12,0,0,0,0,3,11,13,19,3,55
UCL113020,0,0,4,7,3,3,0,0,0,11,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,3,15,18,13,21,14,4,77,13,31,26,77,75,97,95,77,33,526,270,667,500,1161,828,1166,1149,728,236,6717,0,0,0,0,0,0,0,0,0,0,566,1266,971,1903,1200,1677,1558,926,311,10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,0,0,17,0,0,0,0,0,0,4,0,0,6,0,4,0,8,6,3,3,0,0,30,0,0,0,3,3,3,6,4,0,19,0,0,0,0,0,4,5,4,0,14,0,18,3,39,73,111,204,149,33,623,0,0,0,3,4,0,0,0,0,6,0,0,0,3,4,0,0,0,0,9,0,0,0,3,7,12,23,20,4,74
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,6,6,29,5,11,5,23,14,28,21,24,20,156,125,290,221,484,331,396,382,332,242,2798,0,0,0,0,0,0,0,0,0,0,253,551,393,774,471,566,552,410,288,4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,21,32,29,32,41,17,193,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,11
UCL114002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,10,0,0,25,3,15,21,28,23,35,71,48,14,242,123,286,301,486,363,395,377,201,53,2587,0,0,0,0,0,0,0,0,0,0,228,567,555,777,569,555,455,222,55,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,0,19,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,8,0,6,9,21,37,49,47,33,12,213,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,11,22,5,0,47
UCL114003,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,5,13,93,17,12,11,0,4,149,31,66,82,249,117,126,78,33,33,810,220,441,467,1478,657,776,424,181,153,4801,0,0,0,0,0,0,0,0,0,0,371,695,604,1589,789,949,567,202,133,5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,9,3,0,0,0,59,0,0,0,6,0,3,0,0,0,6,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,16,24,131,88,91,63,22,19,451,0,0,0,0,0,3,0,0,0,3,0,0,4,37,4,7,3,0,0,56,0,0,6,28,18,18,11,4,0,87
UCL114004,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,3,3,5,0,30,6,5,13,35,25,50,84,86,65,368,110,275,181,468,438,681,835,630,270,3895,0,0,0,0,0,0,0,0,0,0,209,515,395,759,679,1026,1225,841,306,5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,40,50,141,88,34,371,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,5,3,0,19,9,4,46
UCL114005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,3,7,0,18,21,45,43,87,69,60,62,46,23,458,348,609,619,1065,583,624,622,473,259,5206,0,0,0,0,0,0,0,0,0,0,679,1171,1109,1749,940,1039,944,675,314,8627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,22,41,34,4,122,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,7,0,24
UCL114006,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,12,13,14,8,56,3,10,21,49,42,42,45,46,46,310,149,309,343,683,448,433,377,275,160,3180,0,0,0,0,0,0,0,0,0,0,289,627,627,1166,648,598,467,274,117,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,8,5,8,5,0,3,0,35,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,18,25,40,38,31,9,165,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,7,8,7,34,27,11,90
UCL114007,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,11,4,12,23,36,26,40,38,36,24,232,127,306,253,563,303,429,458,317,180,2941,0,0,0,0,0,0,0,0,0,0,255,600,459,905,518,692,694,498,213,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,27,36,24,14,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,10
