UCL_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
UCL213005,..,1213,1213,1747,84,1827,656,4,660,656,0,656,286,0,286,112,0,112,3452,1296,4746
UCL213006,..,1492,1492,1689,126,1812,610,17,623,585,8,592,266,0,269,114,0,115,3251,1649,4900
UCL213007,..,2065,2065,2079,129,2200,752,30,782,750,11,758,342,0,343,108,0,108,4031,2233,6265
UCL213008,..,901,901,1421,82,1507,786,6,796,903,3,910,379,0,379,118,0,118,3614,996,4610
UCL213009,..,921,921,1413,73,1480,731,10,738,741,4,742,293,0,293,91,0,91,3266,1000,4268
UCL213010,..,2330,2330,1975,167,2144,816,8,824,631,0,631,252,0,252,108,0,108,3784,2502,6290
UCL213011,..,2110,2110,1691,152,1842,706,15,723,512,5,513,206,0,206,123,0,122,3239,2287,5524
UCL213012,..,1605,1605,2172,111,2284,903,15,918,1127,3,1128,472,0,477,144,0,144,4820,1735,6558
UCL213013,..,1315,1315,1328,100,1426,499,10,512,462,6,464,169,0,169,59,0,59,2518,1421,3942
UCL213014,..,1690,1690,1674,141,1813,706,22,728,635,3,641,272,8,284,89,5,93,3379,1866,5243
UCL213015,..,1243,1243,1237,119,1354,537,30,573,430,7,439,220,3,228,94,3,95,2524,1405,3924
UCL213016,..,1107,1107,1814,132,1941,806,49,854,1205,22,1225,499,7,508,108,0,104,4431,1310,5740
UCL213017,..,2515,2515,2432,182,2619,918,18,940,859,7,866,373,8,380,126,0,125,4711,2733,7442
UCL213018,..,1548,1548,1857,104,1963,700,10,712,680,10,683,340,3,346,128,0,131,3715,1685,5397
UCL214001,..,982,982,978,74,1055,331,13,342,278,5,278,109,3,117,65,5,71,1762,1084,2841
UCL214002,..,1453,1453,1418,105,1523,418,6,426,348,0,355,150,0,150,50,0,50,2384,1563,3948
UCL214003,..,1375,1375,1248,122,1369,458,17,476,392,3,396,161,0,165,51,4,55,2313,1520,3832
UCL214004,..,701,701,708,48,756,247,5,258,216,3,215,104,0,104,59,0,59,1333,757,2088
UCL214005,..,105,105,134,13,147,60,0,60,51,0,54,23,0,23,11,0,11,279,116,392
UCL214006,..,585,585,940,25,967,509,5,512,724,0,724,318,0,318,90,0,90,2582,617,3202
UCL214007,..,1288,1288,1223,85,1311,438,16,458,373,0,378,147,0,147,67,0,67,2256,1393,3648
UCL214008,..,895,895,1049,69,1120,498,7,502,429,0,428,187,0,187,73,0,73,2234,973,3212
UCL214009,..,644,644,799,37,836,198,8,204,206,0,204,106,0,106,24,0,24,1321,696,2020
UCL214010,..,569,569,709,40,752,343,4,353,410,0,410,190,0,190,66,0,66,1723,620,2342
UCL214011,..,756,756,793,41,831,316,3,317,252,0,248,114,0,114,46,0,50,1518,806,2321
UCL214012,..,812,812,893,61,958,282,11,289,205,0,212,101,0,101,26,0,26,1510,886,2400
UCL214013,..,643,643,691,35,732,231,7,241,218,3,218,105,0,105,55,0,55,1304,690,1991
UCL214014,..,1229,1229,1079,91,1169,344,14,359,272,0,273,124,3,124,60,0,60,1878,1332,3215
UCL214015,..,1020,1020,1237,84,1316,254,3,254,221,0,224,93,0,93,33,0,33,1837,1105,2940
UCL214016,..,802,802,726,62,786,306,4,312,237,5,244,99,10,105,42,6,49,1405,886,2290
UCL214017,..,831,831,774,61,833,264,13,274,209,3,208,87,8,103,30,6,34,1367,920,2289
UCL214018,..,420,420,756,46,798,502,5,504,537,0,535,264,0,264,145,0,145,2199,475,2672
UCL214019,..,1220,1220,1042,76,1123,390,8,401,304,0,302,149,0,155,62,0,62,1951,1312,3262
UCL214020,..,874,874,1121,62,1185,315,4,322,304,4,310,164,0,164,58,0,58,1965,946,2914
UCL215001,..,132,132,172,3,175,54,0,54,46,0,46,22,0,22,7,0,7,296,133,431
UCL215002,..,378,378,333,21,350,111,3,109,112,0,112,40,0,40,6,0,6,602,402,1000
UCL215003,..,308,308,360,19,379,109,4,115,121,0,121,48,0,48,10,0,10,645,336,984
UCL215004,..,196,196,180,12,197,50,0,48,52,0,52,24,0,25,5,0,5,312,215,526
UCL215005,..,259,259,272,27,297,116,0,116,106,0,106,54,0,54,26,0,26,574,285,863
UCL215006,..,194,194,313,6,321,140,0,140,126,0,126,46,0,46,13,0,13,637,204,842
UCL215007,..,206,206,474,19,492,247,3,246,355,0,355,185,0,184,58,0,58,1318,229,1552
UCL215008,..,65,65,180,4,182,97,0,97,126,0,126,53,0,53,25,0,25,484,67,556
UCL215009,..,136,136,146,3,146,38,0,38,35,0,35,15,0,15,7,0,7,237,133,373
UCL215010,..,69,69,165,9,175,117,0,117,153,0,153,98,0,98,24,0,24,555,76,632
UCL215011,..,222,222,154,12,171,37,0,40,33,0,32,10,0,10,14,0,14,253,230,482
UCL215012,..,376,376,447,26,478,128,7,132,136,0,138,43,0,43,15,0,15,765,408,1176
UCL215013,..,50,50,135,4,140,110,0,110,138,0,138,51,0,51,39,0,39,479,54,529
UCL215014,..,81,81,135,6,142,86,0,81,71,0,71,30,0,30,14,0,14,334,91,423
UCL215015,..,300,300,349,19,367,86,6,93,95,0,95,45,0,45,12,0,12,590,322,912
UCL215016,..,357,357,445,39,485,206,0,209,203,0,203,107,0,109,38,0,38,1001,397,1400
UCL215017,..,136,136,209,13,218,87,0,89,111,0,111,60,0,60,33,0,33,499,145,643
UCL215018,..,420,420,429,30,455,148,3,147,112,0,112,47,0,47,30,0,30,757,453,1207
UCL215019,..,175,175,210,15,228,101,0,105,100,0,100,28,0,28,12,0,12,452,196,646
UCL215020,..,253,253,212,12,228,34,0,37,41,0,41,24,0,24,15,0,15,327,266,593
UCL215021,..,148,148,158,15,169,72,0,73,50,0,50,25,0,25,15,0,15,322,158,485
UCL215022,..,439,439,597,48,646,261,19,279,191,5,196,75,0,75,32,0,32,1154,511,1666
UCL215023,..,214,214,197,10,209,75,0,75,68,0,68,34,0,34,18,0,18,389,219,609
UCL215024,..,294,294,312,12,327,79,0,79,56,0,56,36,0,36,4,0,4,486,305,794
UCL215025,..,188,188,148,20,161,38,4,43,49,0,49,21,0,21,6,0,6,254,215,470
UCL215026,..,721,721,766,47,810,189,3,194,180,0,184,81,0,81,24,0,24,1231,771,2008
UCL215027,..,373,373,351,20,369,125,0,122,129,0,129,44,0,44,18,0,18,660,394,1051
UCL215028,..,577,577,503,45,553,162,4,166,126,0,129,43,0,48,15,0,15,851,635,1488
UCL215029,..,185,185,247,22,270,162,8,168,105,0,106,42,0,42,17,0,17,577,215,792
UCL215030,..,222,222,199,23,222,63,0,63,44,0,44,26,0,26,15,0,15,346,242,595
UCL215031,..,203,203,202,12,216,53,0,53,47,0,51,27,0,27,5,0,5,336,211,554
UCL215032,..,496,496,427,26,458,127,0,132,103,0,110,43,0,44,20,0,20,727,525,1255
UCL215033,..,81,81,232,12,246,164,0,160,230,0,230,75,0,75,23,0,23,721,95,816
UCL215034,..,242,242,175,10,189,37,0,37,34,0,34,17,0,17,6,0,6,272,255,523
UCL215035,..,93,93,137,8,138,54,0,54,60,0,60,40,0,40,35,0,35,327,94,418
UCL215036,..,50,50,106,8,117,63,0,66,72,0,72,43,0,43,16,0,16,311,58,365
UCL215037,..,308,308,281,25,309,81,0,81,49,0,49,18,0,18,13,0,13,439,331,769
UCL215038,..,229,229,194,16,207,71,0,70,58,0,58,45,0,45,6,0,6,374,241,615
UCL215039,..,199,199,191,11,202,52,0,52,42,0,42,26,0,26,10,0,10,318,209,529
UCL215040,..,547,547,495,30,520,157,3,162,114,0,114,72,0,72,42,0,42,882,576,1461
UCL215041,..,204,204,215,12,225,142,0,138,137,0,137,64,0,64,27,0,27,580,220,797
UCL215042,..,139,139,205,13,218,88,3,87,87,0,87,37,0,37,13,0,18,433,155,587
UCL215043,..,488,488,455,24,479,180,0,180,156,3,160,78,0,78,29,0,29,902,507,1408
UCL215044,..,601,601,587,38,620,244,14,259,228,3,229,90,7,92,23,3,28,1175,661,1832
UCL215045,..,149,149,172,14,187,86,0,86,84,0,84,30,0,30,14,0,14,391,161,556
UCL215046,..,110,110,144,3,148,62,0,62,68,0,68,35,0,35,12,0,12,315,116,433
UCL215047,..,122,122,183,20,196,74,0,74,81,0,81,39,0,39,18,0,18,390,139,529
UCL215048,..,127,127,136,11,147,37,3,36,30,3,30,15,0,15,3,0,3,229,139,365
UCL215049,..,174,174,350,13,361,132,3,135,181,0,181,73,0,73,36,0,36,769,189,959
UCL215050,..,551,551,576,31,608,188,5,191,186,3,192,94,0,94,41,0,41,1087,593,1680
UCL215051,..,252,252,241,32,269,38,0,42,42,0,42,10,0,10,3,0,3,337,285,627
UCL215052,..,474,474,392,41,428,150,3,154,163,3,167,65,0,64,26,0,29,801,526,1326
UCL215053,..,267,267,252,19,270,116,0,116,73,0,71,36,0,36,14,0,14,493,291,780
UCL215054,..,200,200,185,28,211,99,0,99,64,0,64,36,0,36,8,0,8,402,227,631
UCL215055,..,164,164,196,10,208,76,0,79,90,0,90,45,0,48,14,0,14,425,177,600
UCL215056,..,176,176,159,11,169,49,0,44,27,0,27,25,0,25,12,0,12,268,187,457
UCL215057,..,279,279,258,15,271,65,0,65,65,0,65,28,0,28,7,0,7,431,291,721
UCL215058,..,391,391,391,25,410,119,8,129,111,0,114,55,0,55,21,0,21,703,418,1126
UCL215059,..,261,261,269,18,287,79,0,79,73,0,73,33,0,33,6,0,6,453,279,736
UCL215060,..,214,214,202,13,215,65,0,65,51,0,51,32,0,32,15,0,15,362,227,588
UCL215061,..,247,247,259,19,278,73,4,74,83,3,83,26,0,26,16,0,16,453,269,726
UCL215062,..,540,540,514,37,550,186,0,184,147,0,147,74,0,74,29,0,29,950,578,1530
UCL215063,..,347,347,282,17,302,92,0,92,70,0,70,32,0,32,11,0,11,479,368,848
UCL215064,..,166,166,139,11,149,46,0,43,27,3,32,13,0,13,9,0,9,238,185,417
UCL215065,..,488,488,617,40,659,124,0,126,108,0,108,32,0,32,17,0,17,899,529,1428
UCL215066,..,518,518,639,16,652,135,0,135,136,0,136,68,0,68,22,0,22,994,536,1526
UCL215067,..,372,372,442,13,458,126,3,126,129,0,129,60,0,57,17,0,17,766,392,1164
UCL215068,..,355,355,339,25,367,147,0,145,129,0,129,45,0,45,40,0,40,694,390,1084
UCL215069,..,171,171,340,17,354,164,3,167,237,0,237,95,0,95,28,0,28,866,191,1059
UCL215070,..,195,195,191,21,211,88,8,97,81,5,83,51,7,53,36,4,39,446,236,683
UCL215071,..,364,364,411,17,431,128,3,132,101,0,99,54,0,54,21,0,21,723,384,1110
UCL215072,..,227,227,393,27,419,216,0,213,267,0,267,109,0,109,56,0,56,1036,250,1290
UCL215073,..,134,134,177,13,188,70,0,75,53,0,53,24,0,24,14,0,14,329,147,481
UCL215074,..,291,291,308,17,326,103,0,108,94,0,94,44,0,44,8,0,8,564,307,871
UCL215075,..,174,174,182,16,196,47,0,47,45,0,45,17,0,17,3,0,3,296,186,485
UCL215076,..,98,98,181,11,188,106,0,106,118,0,118,64,0,64,23,0,23,494,108,602
UCL215077,..,403,403,295,24,318,90,0,97,83,0,83,32,0,32,10,0,10,514,424,938
UCL215078,..,183,183,246,10,250,97,0,97,99,0,99,42,0,44,20,0,20,500,192,692
UCL215079,..,451,451,490,30,528,197,3,205,193,0,194,91,0,91,34,0,34,1015,487,1498
UCL215080,..,265,265,240,16,256,89,0,86,78,0,78,42,0,42,19,0,19,470,284,756
UCL215081,..,165,165,156,6,166,55,0,55,61,0,61,29,0,29,21,0,21,314,175,494
UCL215082,..,81,81,92,8,98,56,0,56,74,0,74,42,0,42,8,0,8,262,89,352
UCL215083,..,363,363,429,31,456,151,3,154,185,0,185,77,0,77,34,0,34,883,390,1270
UCL215084,..,87,87,152,4,153,80,0,80,114,0,114,59,0,59,20,0,20,431,88,520
UCL215085,..,273,273,258,27,285,112,4,111,74,0,74,29,0,32,16,0,16,488,297,783
UCL215086,..,356,356,317,17,332,100,3,104,84,0,84,35,0,35,16,0,19,555,383,934
UCL215087,..,377,377,390,33,424,183,3,184,240,0,243,113,0,111,40,0,40,965,411,1375
UCL215088,..,187,187,229,12,239,75,0,75,58,0,58,31,0,31,11,0,11,409,196,601
UCL215089,..,27,27,133,3,132,77,0,77,140,0,140,68,0,68,11,0,11,433,29,466
UCL215090,..,330,330,432,19,455,218,3,217,253,0,253,89,0,89,13,0,13,1010,359,1370
UCL215091,..,325,325,416,32,446,251,5,260,250,0,248,106,0,106,52,0,52,1078,360,1442
UCL215092,..,135,135,150,14,165,55,0,55,57,0,57,13,0,13,8,0,8,286,150,438
UCL215093,..,163,163,251,15,262,117,0,117,148,0,148,69,0,69,26,0,26,608,175,782
UCL215094,..,310,310,321,23,339,158,0,160,170,0,170,72,0,74,32,0,32,755,333,1082
UCL215095,..,129,129,157,10,164,62,0,62,53,0,53,23,0,23,10,0,10,307,137,440
UCL215096,..,310,310,245,22,259,84,0,84,47,0,47,31,0,31,13,0,13,418,327,742
UCL215097,..,188,188,166,14,186,49,0,49,43,0,43,19,0,19,10,0,10,290,206,492
UCL221001,..,44,44,74,4,78,41,0,41,49,0,49,22,0,22,9,0,9,189,45,238
UCL221002,..,99,99,113,6,120,45,0,44,36,0,36,12,0,12,10,0,9,217,107,325
UCL221003,..,161,161,143,12,154,46,0,46,35,0,35,16,0,16,14,0,12,247,170,422
UCL221004,..,41,41,62,7,64,33,0,34,22,0,22,14,0,14,8,0,8,137,49,191
UCL221005,..,19,19,47,3,50,37,0,37,51,0,51,47,0,47,10,0,10,190,21,212
UCL221006,..,99,99,88,3,85,28,0,29,24,0,24,15,0,15,12,0,12,164,108,273
UCL221007,..,65,65,80,3,82,22,0,22,32,0,32,12,0,12,4,0,4,150,68,215
UCL221008,..,79,79,67,0,73,32,0,32,19,0,19,16,0,16,3,0,3,138,82,223
UCL221009,..,108,108,132,3,134,33,0,33,17,0,17,13,0,13,6,0,6,198,107,309
UCL221010,..,73,73,74,4,74,35,0,35,28,0,28,19,0,19,4,0,4,162,72,238
UCL221011,..,72,72,76,3,82,36,0,36,28,0,28,4,0,4,3,0,3,147,72,225
UCL221012,..,22,22,48,0,50,36,0,31,39,0,39,18,0,18,4,0,4,145,25,166
UCL221013,..,21,21,48,0,48,27,0,27,24,0,24,15,0,15,13,0,13,135,21,149
UCL221014,..,43,43,68,10,78,30,0,31,30,0,30,19,0,19,14,0,14,153,58,208
UCL221015,..,125,125,139,14,150,34,0,34,30,0,30,13,0,13,3,0,3,219,136,352
UCL221016,..,31,31,59,0,61,31,0,29,41,0,42,13,0,13,13,0,13,149,36,181
UCL221017,..,81,81,117,6,124,44,0,45,41,0,41,24,0,24,14,0,14,234,90,328
UCL221018,..,180,180,156,16,171,40,0,44,24,0,24,11,0,11,5,0,5,242,193,438
UCL221019,..,218,218,216,12,230,74,0,74,43,0,43,25,0,25,15,0,15,372,227,601
UCL221020,..,155,155,133,11,145,40,0,40,27,0,27,11,0,11,5,0,5,215,163,377
UCL221021,..,83,83,132,6,142,25,0,25,20,0,20,18,0,18,3,0,3,200,89,289
UCL221022,..,151,151,132,21,155,44,0,44,20,0,20,6,0,6,3,0,3,201,172,374
UCL221023,..,61,61,65,4,68,20,0,20,22,0,22,8,0,8,4,0,4,118,72,193
UCL221024,..,145,145,103,15,120,35,0,35,20,0,19,4,0,4,0,0,0,164,160,325
UCL221025,..,76,76,166,11,179,23,0,27,29,0,29,14,0,14,5,0,5,239,87,331
UCL221026,..,109,109,133,10,139,44,0,44,49,0,49,16,0,17,8,0,8,243,115,359
UCL221027,..,150,150,99,4,107,28,0,29,17,0,17,3,0,3,5,0,5,159,154,310
UCL221028,..,121,121,111,9,123,24,0,23,20,3,19,3,3,4,3,0,3,158,133,292
UCL221029,..,129,129,94,3,94,27,0,27,28,0,28,15,0,15,3,0,3,169,136,300
UCL221030,..,68,68,109,3,114,29,0,29,25,0,25,13,0,13,3,0,3,172,65,238
UCL221031,..,41,41,72,4,80,31,0,31,57,0,57,19,0,19,3,0,3,185,48,228
UCL221032,..,165,165,157,20,173,52,3,52,17,0,17,22,0,22,3,0,3,250,187,437
UCL221033,..,34,34,76,3,79,32,0,32,30,0,30,22,0,22,9,0,9,168,38,208
UCL221034,..,42,42,72,3,78,26,0,26,27,0,27,13,0,13,7,0,7,145,50,189
UCL221035,..,96,96,99,0,99,13,0,19,18,0,18,4,0,4,5,0,5,135,92,229
UCL221036,..,17,17,46,3,52,33,0,33,81,0,81,30,0,30,14,0,14,209,18,225
UCL221037,..,124,124,101,3,106,22,0,22,22,0,22,14,0,14,5,0,5,164,130,293
UCL221038,..,43,43,78,6,85,37,0,37,43,0,43,23,0,23,8,0,8,197,53,248
UCL221039,..,93,93,100,5,110,26,0,26,18,0,18,18,0,18,0,0,0,163,96,263
UCL221040,..,99,99,137,4,142,55,0,55,72,0,72,23,0,25,15,0,15,300,102,403
UCL221041,..,44,44,82,6,85,57,0,54,52,0,52,26,0,26,7,0,7,221,47,268
UCL221042,..,77,77,109,4,117,38,0,38,26,0,26,24,0,21,3,0,3,205,77,280
UCL221043,..,65,65,103,5,110,19,0,22,20,0,20,17,0,17,0,0,0,163,76,238
UCL221044,..,35,35,63,4,59,40,0,40,34,0,34,15,0,15,9,0,9,158,33,193
UCL221045,..,188,188,153,13,161,24,0,24,8,0,8,0,0,0,3,0,3,193,203,395
UCL221046,..,183,183,168,6,176,42,0,47,33,0,33,10,0,10,6,0,6,253,192,445
UCL221047,..,63,63,95,8,101,43,0,45,31,0,31,5,0,5,3,0,3,181,71,250
UCL221048,..,47,47,83,7,90,62,0,62,62,0,62,23,0,23,12,0,12,245,52,295
UCL221049,..,23,23,55,0,53,24,0,24,41,0,41,18,0,18,13,0,13,144,24,168
UCL221050,..,140,140,239,11,248,46,0,46,34,0,34,19,0,19,7,0,7,344,153,495
UCL221051,..,15,15,61,4,69,30,0,30,58,0,58,27,0,27,6,0,6,187,19,206
UCL221052,..,97,97,98,8,103,29,0,29,22,0,22,22,0,22,7,0,7,180,104,284
UCL221053,..,110,110,105,11,124,34,0,34,28,0,28,16,0,16,7,0,7,196,124,318
UCL221054,..,38,38,50,6,57,26,0,26,40,0,40,12,0,12,8,0,8,138,46,186
UCL221055,..,71,71,120,4,126,36,0,36,39,0,39,27,0,27,8,0,8,224,79,304
UCL221056,..,52,52,138,4,144,17,0,17,30,0,30,5,0,5,3,0,3,198,60,249
UCL221057,..,103,103,93,4,97,24,0,24,37,0,37,4,0,4,4,0,4,159,109,261
UCL221058,..,48,48,74,3,79,41,0,43,38,0,38,24,0,24,7,0,7,190,52,240
UCL221059,..,61,61,97,3,98,36,0,34,29,0,29,16,0,16,3,0,3,173,68,242
UCL221060,..,97,97,122,7,127,11,0,11,6,0,6,6,0,6,0,0,0,148,101,253
UCL221061,..,122,122,78,10,95,41,0,41,32,0,29,15,0,15,9,0,15,181,139,320
UCL221062,..,171,171,152,14,159,34,0,34,28,0,29,18,0,18,7,0,7,235,186,420
UCL221063,..,87,87,80,8,92,24,0,26,16,0,16,11,0,11,0,0,0,138,99,236
UCL221064,..,40,40,60,9,71,44,0,44,39,0,39,24,0,24,13,0,13,178,43,220
UCL221065,..,47,47,65,8,71,24,0,24,46,0,46,5,0,5,0,0,0,152,54,201
UCL221066,..,63,63,61,3,64,20,0,20,14,0,14,30,0,30,4,0,4,132,65,200
UCL221067,..,99,99,87,4,92,38,0,38,42,0,42,17,0,17,3,0,3,191,103,293
UCL221068,..,130,130,137,7,147,46,0,46,31,0,31,15,0,15,11,0,11,239,139,373
UCL221069,..,60,60,183,11,195,107,3,108,124,0,124,39,0,39,15,0,15,471,74,545
UCL221070,..,108,108,115,10,127,49,0,49,30,0,30,17,0,17,3,0,3,213,111,327
UCL221071,..,15,15,39,0,41,26,0,26,32,0,32,21,0,21,11,0,11,135,15,152
UCL221072,..,108,108,116,9,121,34,0,34,22,0,22,12,0,12,3,0,3,186,111,298
UCL221073,..,67,67,114,7,120,24,0,30,29,0,29,12,0,12,0,0,0,178,73,250
UCL221074,..,148,148,121,10,133,26,0,28,22,0,22,3,0,3,0,0,0,170,159,336
UCL221075,..,101,101,90,9,99,33,0,33,24,0,24,11,0,11,3,0,3,156,112,269
UCL221076,..,60,60,70,8,78,27,0,27,27,0,27,5,0,5,4,0,4,129,65,200
UCL221077,..,137,137,88,16,99,24,0,21,22,0,22,4,0,4,5,0,5,137,148,289
UCL221078,..,83,83,98,9,111,34,0,34,25,0,25,12,0,8,3,0,3,167,96,261
UCL221079,..,71,71,97,3,101,51,0,54,68,0,68,28,0,28,6,0,6,251,74,329
UCL221080,..,103,103,83,10,91,31,0,31,11,0,11,10,0,10,0,0,0,136,114,251
UCL221081,..,115,115,120,7,125,46,0,46,61,0,61,17,0,17,3,0,3,249,119,371
UCL221082,..,70,70,73,3,80,34,0,34,35,4,35,15,0,15,0,0,0,156,76,232
UCL222001,..,7,7,34,0,35,19,0,19,20,0,20,6,0,6,3,0,3,77,8,86
UCL222002,..,21,21,53,3,61,17,0,17,26,0,26,12,0,12,0,0,0,112,25,136
UCL222003,..,21,21,23,3,28,12,0,12,16,0,16,11,0,11,5,0,5,71,22,91
UCL222004,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,..,31,31,31,8,34,7,0,7,13,0,13,9,0,9,0,0,0,57,33,88
UCL222006,..,26,26,61,0,61,24,0,24,12,0,12,9,0,9,0,0,0,109,33,135
UCL222007,..,22,22,27,0,34,7,0,7,9,0,9,7,0,7,0,0,0,54,25,80
UCL222008,..,41,41,40,3,37,9,0,9,15,0,15,0,0,0,0,0,0,68,50,111
UCL222009,..,47,47,53,9,58,13,0,13,6,0,6,8,0,8,0,0,0,87,58,141
UCL222010,..,11,11,35,0,35,21,0,21,20,0,20,12,0,12,3,0,3,91,11,102
UCL222011,..,7,7,32,4,31,22,0,21,21,0,21,14,0,14,4,0,4,97,16,105
UCL222012,..,32,32,56,4,56,15,0,15,14,0,14,3,0,3,4,0,4,91,38,126
UCL222013,..,26,26,32,5,35,5,0,5,16,0,16,0,0,0,3,0,3,61,28,92
UCL222014,..,27,27,74,0,72,18,0,18,16,0,16,3,0,3,3,0,3,118,29,146
UCL222015,..,35,35,39,7,42,26,0,26,35,0,35,6,0,6,4,0,4,115,42,152
UCL222016,..,28,28,39,0,43,22,0,22,19,0,19,19,0,19,4,0,4,106,24,134
UCL222017,..,65,65,60,6,71,26,0,26,24,0,24,6,0,6,3,0,3,120,74,196
UCL222018,..,30,30,36,0,36,27,0,27,20,0,20,8,0,8,7,0,7,101,30,134
UCL222019,..,36,36,45,0,42,7,0,7,15,0,15,5,0,5,0,0,0,69,40,104
UCL222020,..,47,47,35,3,33,13,0,13,9,0,9,3,0,3,0,0,0,59,46,111
UCL222021,..,6,6,18,0,18,6,0,7,4,0,10,3,0,3,0,0,3,32,10,43
UCL222022,..,19,19,44,0,46,24,0,23,20,0,20,9,0,9,5,0,5,104,21,122
UCL222023,..,28,28,33,3,36,15,0,15,15,0,15,3,0,3,0,0,0,72,25,97
UCL222024,..,38,38,43,3,47,8,0,8,17,0,17,4,0,4,0,0,0,73,38,113
UCL222025,..,20,20,52,0,55,30,0,30,34,0,34,12,0,12,4,0,4,129,24,150
UCL222026,..,18,18,14,11,22,6,0,6,9,0,9,0,0,0,0,0,0,25,26,51
UCL222027,..,34,34,30,0,30,8,0,8,6,0,6,10,0,10,0,0,0,51,34,81
UCL222028,..,15,15,42,3,44,20,0,20,20,0,20,11,0,11,3,0,3,96,17,114
UCL222029,..,34,34,54,3,54,20,0,20,14,0,14,3,0,3,0,0,0,91,35,128
UCL222030,..,100,100,86,7,88,16,0,16,3,0,3,7,0,7,0,0,0,111,104,211
UCL222031,..,22,22,37,0,36,20,0,20,12,0,12,12,0,12,0,0,0,75,25,104
UCL222032,..,36,36,55,5,64,22,0,22,26,0,26,8,0,8,8,0,8,117,41,160
UCL222033,..,40,40,38,0,39,11,0,11,4,0,4,4,0,4,0,0,0,58,43,98
UCL222034,..,29,29,33,0,35,19,0,19,8,0,8,3,0,3,0,0,0,64,30,93
UCL222035,..,40,40,35,3,38,13,0,13,14,0,14,5,0,5,0,0,0,66,49,112
UCL222036,..,34,34,43,5,52,21,3,20,11,0,11,5,0,5,0,0,0,74,39,119
UCL222037,..,21,21,43,3,41,13,0,13,11,0,12,4,0,4,0,0,0,64,22,88
UCL222038,..,41,41,22,0,22,16,0,16,19,0,19,3,0,3,0,0,0,58,41,100
UCL222039,..,65,65,53,3,55,10,0,10,15,0,15,3,0,3,3,0,3,83,67,151
UCL222040,..,32,32,25,3,32,3,0,4,8,0,8,0,0,0,7,0,7,44,38,85
UCL222041,..,30,30,26,0,31,12,0,12,14,0,14,3,0,3,0,0,0,59,32,86
UCL222042,..,8,8,25,0,24,16,0,15,11,0,11,8,0,8,0,0,0,60,12,68
UCL222043,..,8,8,37,0,39,19,0,19,22,0,22,14,0,14,0,0,0,100,10,111
UCL222044,..,42,42,54,6,62,16,0,16,17,0,17,8,0,8,0,0,0,99,48,144
UCL222045,..,34,34,38,0,36,8,0,8,13,0,13,9,0,9,3,0,3,71,40,111
UCL222046,..,40,40,45,5,42,10,0,10,10,0,10,4,0,4,3,0,3,68,37,107
UCL222047,..,56,56,65,5,69,22,0,22,21,0,21,17,0,17,0,0,0,126,55,185
UCL222048,..,54,54,73,4,71,19,0,19,13,0,13,11,0,11,3,0,3,113,53,169
UCL222049,..,55,55,44,8,51,13,3,17,6,0,6,0,0,0,0,0,0,70,69,131
UCL222050,..,21,21,23,5,28,18,0,18,17,0,17,5,0,5,3,0,3,72,19,89
UCL222051,..,45,45,69,0,70,16,0,15,13,0,19,4,0,4,5,0,5,114,42,157
UCL222052,..,39,39,35,0,36,11,0,11,7,0,7,7,0,7,0,0,0,51,40,96
UCL222053,..,35,35,30,7,35,14,0,14,6,0,6,3,0,3,0,0,0,57,40,100
UCL222054,..,32,32,33,0,33,11,0,11,17,0,17,3,0,3,0,0,0,63,32,97
UCL222055,..,49,49,76,4,76,23,0,23,13,0,13,7,0,7,3,0,3,120,53,171
UCL222056,..,52,52,66,0,68,10,0,10,18,0,18,0,0,0,0,0,0,95,58,153
UCL222057,..,47,47,67,4,79,22,0,29,28,0,28,5,0,5,3,0,3,131,51,185
UCL222058,..,38,38,37,3,42,21,0,21,14,0,14,14,0,14,5,0,5,95,38,132
UCL222059,..,49,49,52,7,61,29,0,30,18,0,18,10,0,10,9,0,9,115,54,164
UCL222060,..,17,17,36,0,43,10,0,10,16,0,16,4,0,4,4,0,4,75,18,93
UCL222061,..,78,78,65,0,63,13,0,13,12,0,12,8,0,8,0,0,0,94,81,173
UCL222062,..,7,7,3,0,4,3,0,3,4,0,4,0,0,0,0,0,0,10,11,18
UCL222063,..,35,35,30,3,31,8,0,8,7,0,7,9,0,9,0,0,0,56,37,96
UCL222064,..,8,8,3,0,4,4,0,5,3,0,4,0,0,0,0,0,0,13,12,27
UCL222065,..,28,28,30,0,34,8,0,8,13,0,13,3,0,3,0,0,0,54,29,86
UCL222066,..,39,39,26,0,26,12,0,12,11,0,11,3,0,3,3,0,3,54,39,90
